ES_Count_dO,ES_Sum_aaN,ES_Sum_dO,Num_AliphaticDoubleBonds,LogD,QED_HBD,ALogP98,QED_HBA,Molecular_Solubility,QED_ALERTS,ES_Count_dssC,QED_AROM,ES_Sum_sF,ES_Sum_sCH3,ES_Sum_ssNH,Num_H_Donors,O_Count,ES_Sum_ssO,ES_Sum_aaaC,Num_AromaticBonds,SAscore_Complexity,ES_Count_ddssS,ES_Sum_dsN,ES_Count_sOH,QED_PSA,HBD_Count,HBA_Count,Num_H_Acceptors,ES_Count_ssNH,ES_Count_dsN,Num_StereoBonds,ES_Count_aaN,Molecular_PolarSASA,ES_Sum_ddssS,ES_Count_ssS,ES_Sum_sNH2,QED_ROTB,ES_Sum_dssC,ES_Count_sCH3,S_Count,Num_H_Acceptors_Lipinski,ES_Sum_aasC,Molecular_FractionalPolarSurfaceArea,Molecular_FractionalPolarSASA,ES_Sum_ssssC,Apol,Molecular_PolarSurfaceArea,lnROS,quality
2,7.358,22.758,2,-0.67,0.79222,0.8,0.72615,-2.775,0.84246,2,0.93773,0,0,2.548,2,3,0,0,12,0.0436704,0,0,1,0.76548,1,4,5,1,0,0,2,149.37,0,0,0,0.99269,-1.896,0,0,6,-0.024,0.381,0.354,0,10003.7,92.18,2.867172751,1
1,0,12.18,1,3.94,0.79222,4.127,0.23327,-6.01,0.84246,1,0.25672,0,0,6.028,2,1,0,2.349,16,0.240211,0,0,0,0.94766,2,1,1,2,0,0,0,116.48,0,0,0,0.87038,-0.121,0,1,3,3.568,0.239,0.227,0,14024.6,69.37,2.407390904,1
1,0,12.002,1,5.393,0.79222,5.58,0.23327,-7.822,0.63972,1,0.25672,77.066,0,4.418,2,1,0,1.71,16,0.190295,0,0,0,0.94766,2,1,1,2,0,0,0,116.48,0,0,0,0.96969,-0.95,0,1,3,-3.226,0.195,0.212,-9.973,14037.4,69.37,3.179408152,1
1,12.892,13.211,1,4.705,0.59178,4.699,0.88651,-6,0.84246,1,0.25672,38.253,2.021,0,0,1,0,0,17,0.093225,0,0,0,0.99964,0,3,4,0,0,0,3,76.4177,0,0,0,0.6885,-0.136,1,0,6,1.47,0.121,0.114,-4.412,16257.6,54.26,4.257606586,1
1,12.828,12.538,1,2.966,0.98659,2.966,0.9848,-5.425,0.84246,1,0.25672,0,2.058,2.918,1,1,0,0,17,0.0640688,0,0,0,0.98979,1,3,3,1,0,0,3,101.255,0,0,0,0.6885,-0.163,1,0,5,2.929,0.175,0.178,0,13719.4,59.81,3.106360909,1
1,12.787,12.727,1,4.794,0.98659,4.794,0.9848,-6.27,0.84246,1,0.25672,0,8.1,2.777,1,2,0,0,16,0.0711702,0,0,0,0.92552,1,4,3,1,0,0,3,117.994,0,0,0,0.6885,-0.295,4,0,6,2.854,0.187,0.199,-0.178,14262.8,72.95,4.383007042,1
1,8.407,12.411,1,2.381,0.98659,2.381,0.9848,-4.492,0.84246,1,0.25672,0,6.683,2.777,1,3,5.333,1.299,15,0.172634,0,0,0,0.94812,1,4,3,1,0,0,2,109.799,0,0,0,0.99269,-0.29,4,0,6,2.692,0.216,0.216,0,12034.4,69.29,4.305458855,1
1,8.447,12.458,1,4.461,0.79222,4.462,0.88651,-6.377,0.84246,1,0.03452,0,3.131,5.513,2,3,11.131,1.256,22,0.201282,0,0,0,0.894,2,4,4,2,0,0,2,114.178,0,0,0,0.6885,-0.43,2,0,7,3.341,0.189,0.175,0,17178.3,77.41,4.359911335,1
2,15.525,25.655,2,2.306,0.98659,2.259,0.52457,-4.018,0.84246,0,0.03452,0,2.961,2.443,1,4,5.293,1.416,20,0.250705,1,0,0,0.47551,1,7,6,1,0,0,4,177.711,-3.997,0,0,0.96969,0,2,1,9,0.445,0.364,0.328,0,14386,120.52,2.359835482,1
2,8.203,22.209,2,-0.172,0.79222,1.285,0.52457,-3.077,0.84246,2,0.93773,0,3.048,2.627,2,4,5.248,1.196,10,0.169211,0,0,1,0.49317,1,4,6,1,0,0,2,183.957,0,1,0,0.6885,-1.298,2,1,7,0.854,0.374,0.363,0,12145.2,118.75,3.483729899,1
2,15.619,23.558,2,-0.302,0.79222,1.172,0.33223,-3.5,0.84246,2,0.25672,0,2.959,2.512,2,4,5.263,0.999,16,0.179593,0,0,1,0.48836,1,6,7,1,0,0,4,183.852,0,0,0,0.96969,-2.109,2,0,9,-0.161,0.362,0.355,0,12701,119.23,2.333447274,1
1,7.758,11.647,1,1.66,0.79222,1.66,0.93048,-3.338,0.84246,1,0.93773,12.679,3.26,5.177,2,1,0,0,11,0.0436704,0,0,0,0.99212,2,2,2,2,0,0,2,102.116,0,0,0,0.87038,-0.431,2,0,5,1.292,0.226,0.227,0,9615.34,58.95,2.980230691,1
2,0,23.352,2,1.612,0.79222,1.799,0.93048,-3.725,0.84246,2,0.93773,0,0,2.934,2,2,0,2.282,10,0.169211,0,0,0,0.64924,2,2,2,1,0,0,0,175.888,0,0,5.299,0.87038,-0.372,0,1,5,0.845,0.346,0.353,0,12569.1,103.67,3.583198774,1
1,0,12.539,1,4.549,0.98659,4.736,0.93048,-5.823,0.84246,1,0.25672,13.956,0,2.989,1,1,0,2.281,16,0.190295,0,0,0,0.97549,1,1,2,1,0,0,0,91.6428,0,0,0,0.99269,-0.093,0,1,4,1.524,0.165,0.15,0,17040.2,63.82,3.514547753,1
0,7.887,0,0,2.695,0.79222,2.566,0.33223,-4.56,0.84246,0,0.25672,0,0,3.216,2,4,16.296,0,17,0.30582,0,0,1,0.54188,2,5,7,1,0,0,2,156.598,0,0,0,0.39983,0,0,1,7,5.136,0.308,0.257,0,15755.4,113.97,3.858025608,1
1,7.872,11.169,1,0.396,0.79222,1.225,0.52457,-3.346,0.84246,1,0.93773,0,0,0,2,3,5.656,0,11,0.183127,0,0,1,0.3876,2,4,6,0,0,0,2,203.945,0,0,5.333,0.53315,-0.222,0,1,7,2.535,0.354,0.35,0,14123.6,129.81,3.13481437,1
2,16.278,21.832,1,3.242,0.59178,3.014,0.52457,-4.835,0.08169,0,0.25672,0,1.449,0,0,2,0,0,16,0.0536867,0,0,0,0.28112,0,3,6,0,0,0,4,217.906,0,1,0,0.96969,0,1,2,7,2.023,0.456,0.441,0,13527,142.95,3.921400319,1
2,11.969,21.809,1,2.681,0.59178,2.635,0.52457,-4.375,0.24139,0,0.93773,0,5.002,0,0,2,0,0,11,0.0503047,0,0,0,0.42624,0,2,6,0,0,0,3,201.302,0,1,0,0.99269,0,3,1,7,2.037,0.4,0.431,0,10564.3,125.61,1.819543936,1
1,0,11.791,1,4.425,0.79222,4.322,0.93048,-5.291,0.63972,1,0.93773,0,4.321,5.676,2,1,0,0,12,0.0536867,0,0,0,0.95776,2,1,2,2,0,0,0,73.6652,0,0,0,0.6885,-0.008,2,0,3,3.358,0.133,0.14,0,12306.5,41.13,4.61381012,1
2,0,21.706,2,0.228,0.79222,1.474,0.88651,-4.598,0.84246,2,0.93773,0,0,2.677,2,4,4.703,2.106,10,0.165829,0,0,1,0.64716,1,3,4,1,0,0,0,169.764,0,0,0,0.6885,-1.455,0,1,5,1.618,0.348,0.344,0,12998,103.87,3.394626764,1
2,0,21.915,2,0.98,0.79222,2.218,0.88651,-5.196,0.84246,2,0.93773,0,0,2.781,2,3,0,2.166,10,0.165829,0,0,1,0.48127,1,2,4,1,0,0,0,192.29,0,1,0,0.6885,-1.085,0,2,4,1.684,0.386,0.379,0,14338.2,119.94,2.229169703,1
2,7.469,23.244,2,0.863,0.79222,2.105,0.72615,-5.537,0.84246,2,0.25672,0,0,2.667,2,3,0,2.018,16,0.176095,0,0,1,0.4765,1,4,5,1,0,0,2,192.185,0,0,0,0.96969,-1.882,0,1,6,0.938,0.374,0.371,0,14894,120.42,3.046885191,1
2,0,23.188,2,2.901,0.79222,4.371,0.88651,-5.265,0.84246,2,0.93773,37.056,0,2.387,2,4,3.887,0,12,0.0640688,0,0,1,0.90707,1,3,4,1,0,0,0,126.949,0,0,0,0.6885,-1.99,0,0,5,-0.61,0.236,0.248,-4.852,12183.1,75.63,2.455606113,1
3,4.035,36.578,3,3.421,0.98659,3.194,0.88651,-6.047,0.63972,1,0.25672,0,2.455,2.5,1,4,4.572,1.915,15,0.183127,1,0,0,0.54136,1,4,4,1,0,0,1,187.949,-3.901,0,0,0.6885,-0.707,2,2,6,1.052,0.305,0.321,0,17080,114.02,4.644295771,1
2,0,24.4,2,3.456,0.98659,3.383,0.9848,-4.285,0.84246,0,0.93773,12.869,4.128,2.487,1,2,0,0,12,0.0571093,1,0,0,0.99483,1,2,3,1,0,0,0,93.1642,-3.705,0,0,0.6885,0,2,1,4,1.069,0.176,0.174,0,13309.4,57.79,3.558828525,1
1,0,11.88,1,3.382,0.79222,3.382,0.93048,-4.02,0.84246,1,0.93773,0,4.255,5.613,2,1,0,0,12,0.0536867,0,0,0,0.97866,2,1,2,2,0,0,0,68.7903,0,0,0,0.84757,-0.24,2,0,4,2.711,0.141,0.131,0,12226.5,44.37,2.779596491,1
1,8.985,12.436,1,2.511,0.98659,2.512,0.33223,-3.044,0.84246,1,0.93773,0,2.149,2.945,1,3,11.075,0,12,0.19759,0,0,0,0.87536,1,5,7,1,0,0,2,89.3408,0,0,0,0.6885,-0.033,1,0,8,4.053,0.192,0.138,0,15098.8,79.82,4.746785942,2
1,8.912,12.131,1,2.931,0.98659,2.932,0.72615,-3.609,0.84246,1,0.93773,12.898,2.138,2.791,1,1,0,0,12,0.0711702,0,0,0,0.9849,1,3,5,1,0,0,2,77.2794,0,0,0,0.6885,-0.093,1,0,6,2.201,0.16,0.129,0,13587.6,61.36,4.733329701,2
0,18.063,0,0,3.903,0.59178,3.903,0.52457,-3.586,0.84246,0,0.93773,0,4.341,0,0,0,0,0,12,0.0640688,0,0,0,0.99429,0,4,6,0,0,0,4,63.8042,0,0,0,0.6885,0,2,0,6,4.072,0.156,0.11,0,12533.9,58.04,3.471585054,1
2,8.124,23.207,2,2.219,0.79222,2.22,0.33223,-3.631,0.08169,2,0.93773,0,2.929,2.747,2,4,4.566,0,12,0.0640688,0,0,1,0.41593,2,5,7,1,0,0,2,183.957,0,1,0,0.53315,-0.69,2,1,7,1.482,0.353,0.33,0,14086.6,126.71,2.681241237,1
2,0,24.144,2,2.104,0.98659,2.092,0.88651,-3.065,0.84246,0,0.93773,0,0,2.558,1,4,10.463,0,12,0.165829,1,0,0,0.92512,1,4,4,1,0,0,0,110.1,-3.495,0,0,0.96969,0,0,1,5,2.385,0.274,0.23,0,12334.2,73.01,4.120294182,1
2,0,24.832,2,2.162,0.98659,2.151,0.72615,-3.252,0.84246,0,0.93773,0,0,2.594,1,5,15.95,0,12,0.243673,1,0,0,0.85561,1,5,5,1,0,0,0,116.131,-3.597,0,0,0.96969,0,0,1,6,4.004,0.278,0.224,0,13564.8,82.24,3.865903099,1
2,7.506,25.614,2,3.238,0.59178,3.238,0.72615,-4.315,0.84246,0,0.93773,38.56,1.87,0,0,2,0,0,12,0.0747707,1,0,0,0.91308,0,4,5,0,0,0,2,101.653,-3.654,0,0,0.96969,0,1,1,6,0.106,0.193,0.174,-4.552,14221.5,74.78,4.22697347,1
1,4.198,12.078,1,4.18,0.98659,4.18,0.93048,-5.57,0.84246,1,0.93773,0,4.036,2.794,1,1,0,0,12,0.0469652,0,0,0,0.96409,1,2,2,1,0,0,1,72.8035,0,0,0,0.99269,-0.153,2,0,3,4.205,0.144,0.149,0,10468.6,41.99,3.128722284,1
2,0,23.864,2,2.552,0.98659,2.323,0.93048,-4.145,0.84246,0,0.93773,0,1.974,2.601,1,2,0,0,11,0.0404228,1,0,0,0.85098,1,2,2,1,0,0,0,140.854,-3.397,0,0,0.96969,0,1,2,3,2.462,0.32,0.307,0,12129.2,82.79,3.818819508,1
0,17.942,0,0,4.973,0.59178,5.303,0.52457,-6.589,0.84246,0,0.03452,0,1.811,0,0,2,11.24,1.917,21,0.257873,0,0,0,0.52512,0,5,6,0,0,0,4,156.987,0,1,0,0.99269,0,1,2,6,4.614,0.309,0.26,0,18108.6,115.6,4.303120427,1
1,11.138,11.951,1,4.72,0.98659,4.493,0.9848,-6.985,0.84246,1,0.03452,39.32,0,2.586,1,2,0,0,21,0.0784028,0,0,0,0.67497,1,4,3,1,0,0,3,160.808,0,0,0,0.84757,-0.504,0,1,6,0.165,0.277,0.274,-4.616,15602.5,101.19,4.966962595,2
2,7.637,25.411,2,3.48,0.59178,4.1,0.52457,-5.811,0.63972,2,0.25672,39.858,1.48,0,0,4,10.724,0,18,0.201282,0,0,0,0.86076,0,6,6,0,0,0,2,105.968,0,0,0,0.84757,-1.774,1,0,7,-1.196,0.213,0.184,-4.692,15309.7,81.62,4.331882611,1
4,0,43.663,4,-1.751,0.37866,-0.382,0.52457,-2.443,0.84246,2,0.82734,0,0,2.505,3,5,0,0,6,0.0469652,1,0,1,0.1774,2,4,6,1,0,0,0,268.307,-3.754,1,4.928,0.6885,-1.357,0,2,7,0.36,0.555,0.564,0,12300.6,160.24,3.26799259,1
4,0,45.573,4,-0.339,0.37866,0.955,0.72615,-3.57,0.84246,2,0.82734,0,0,2.677,3,5,0,0,6,0.0605705,1,0,1,0.34328,2,4,5,1,0,0,0,239.751,-3.768,0,5.009,0.6885,-1.159,0,1,7,0.416,0.402,0.449,-0.476,13041.1,134.94,2.833784375,1
4,7.209,46.981,4,-1.216,0.37866,0.433,0.19128,-2.846,0.63972,2,0.93773,0,1.457,2.239,3,6,0,0,12,0.0640688,1,0,2,0.20499,2,6,8,1,0,0,2,251.172,-3.544,0,0,0.84757,-2.388,1,1,9,-1.675,0.462,0.477,0,13794.4,154.92,1.944482672,1
4,0,45.43,4,-0.669,0.37866,0.884,0.52457,-2.328,0.63972,2,0.82734,0,1.492,2.374,3,6,0,0,6,0.0536867,1,0,2,0.39354,2,4,6,1,0,0,0,222.721,-3.442,0,0,0.53315,-1.487,1,1,7,-0.259,0.413,0.437,0,12066.9,129.15,2.105510185,1
4,0,47.231,4,0.305,0.37866,1.877,0.52457,-3.526,0.63972,2,0.93773,0,1.475,2.341,3,6,0,0,12,0.0640688,1,0,2,0.39354,2,4,6,1,0,0,0,222.721,-3.516,0,0,0.84757,-2.041,1,1,7,-0.801,0.388,0.417,0,14409.8,129.15,1.819543936,1
3,0,36.236,3,3.644,0.37866,3.722,0.72615,-5.618,0.63972,1,0.25672,0,1.523,5.085,3,5,5.7,0,18,0.0857571,1,0,1,0.55076,3,4,5,2,0,0,0,181.498,-3.46,0,0,0.53315,-0.617,1,1,7,2.009,0.272,0.274,0,18271.7,113.11,4.238522812,1
3,0,34.895,3,1.409,0.37866,1.451,0.88651,-2.481,0.63972,1,0.82734,0,3.439,4.986,3,4,0,0,6,0.0469652,1,0,1,0.64706,3,3,4,2,0,0,0,175.467,-3.373,0,0,0.84757,-0.484,2,1,6,-0.039,0.351,0.357,0,11187.9,103.88,2.333447274,1
3,0,37.249,3,2.083,0.98659,2.083,0.88651,-4.152,0.84246,1,0.93773,0,0,2.725,1,4,5.181,0,12,0.0676025,1,0,0,0.83987,1,4,4,1,0,0,0,126.034,-3.539,0,0,0.96969,-0.292,0,1,6,1.725,0.238,0.219,0,15908.3,84.09,4.150249723,1
1,0,12.098,1,4.703,0.59178,4.703,0.52457,-4.649,0.63972,1,0.93773,0,3.909,0,0,3,11.073,0,12,0.0969994,0,0,0,0.983,0,3,6,0,0,0,0,40.9273,0,0,0,0.29329,-0.034,2,0,6,4.855,0.092,0.055,0,17767.2,45.25,4.862167171,2
4,7.93,49.77,4,0.078,0.98659,0.015,0.52457,-2.838,0.84246,0,0.93773,0,3.038,2.361,1,5,5.161,0,11,0.0711702,2,0,0,0.4099,1,6,6,1,0,0,2,193.947,-7.531,0,0,0.84757,0,2,2,9,0.437,0.331,0.323,0,15679.6,127.36,3.555457217,1
3,0,36.015,3,1.657,0.79222,1.657,0.9848,-4.807,0.63972,1,0.93773,0,3.453,5.051,2,4,0,0,11,0.0605705,1,0,0,0.71991,2,4,3,2,0,0,0,156.704,-3.623,0,0,0.6885,-0.301,2,1,6,2.206,0.278,0.282,0,14707.9,96.79,3.831453829,1
1,7.104,12.335,1,4.278,0.98659,4.278,0.93048,-6.196,0.84246,1,0.25672,40.077,1.113,2.436,1,1,0,0,17,0.0676025,0,0,0,0.98976,1,2,2,1,0,0,2,87.0292,0,0,0,0.96969,-0.568,1,0,4,-1.103,0.14,0.161,-4.703,13193.2,46.92,4.215267343,1
3,4.001,35.822,3,2.605,0.79222,2.558,0.88651,-5.759,0.84246,1,0.25672,0,4.515,5.211,2,4,0,0,17,0.0747707,1,0,0,0.58645,2,5,4,2,0,0,1,170.93,-3.426,0,0,0.84757,-0.388,3,1,7,3.545,0.287,0.285,0,16278,109.68,2.604226053,1
3,0,34.465,3,1.674,0.79222,1.309,0.9848,-4.236,0.84246,1,0.93773,0,2.876,5.151,2,3,0,0,11,0.0503047,1,0,0,0.56352,2,3,3,2,0,0,0,182.78,-3.35,0,0,0.96969,-0.222,2,2,5,2.352,0.371,0.365,0,13529.9,111.88,3.439569517,1
4,0,47.628,4,2.704,0.79222,2.657,0.88651,-4.983,0.84246,0,0.93773,0,4.762,4.83,2,4,0,0,12,0.0640688,2,0,0,0.59251,2,4,4,2,0,0,0,179.427,-7.186,0,0,0.6885,0,3,2,6,2.503,0.304,0.312,0,15664.6,109.1,3.186391216,1
1,7.553,12.011,1,1.519,0.98659,1.474,0.72615,-2.633,0.84246,1,0.93773,0,1.752,2.791,1,3,10.88,0,11,0.16249,0,0,0,0.67094,1,5,5,1,0,0,2,141.905,0,0,0,0.87038,-0.219,1,1,6,3.125,0.388,0.309,0,11124,101.58,3.254910442,1
1,3.768,12.201,1,1.282,0.98659,1.282,0.88651,-3.056,0.84246,1,0.93773,0,3.438,2.801,1,4,10.907,0,11,0.165829,0,0,0,0.92125,1,5,4,1,0,0,1,101.604,0,0,0,0.87038,-0.252,2,0,6,3.48,0.27,0.218,0,10604.7,73.59,3.114944416,1
2,3.35,25.156,2,3.763,0.98659,3.464,0.72615,-5.456,0.84246,0,0.25672,37.855,0,2.398,1,5,10.782,0,16,0.193927,1,0,0,0.41064,1,6,5,1,0,0,1,183.88,-3.966,0,0,0.84757,0,0,2,7,-0.051,0.348,0.313,-4.67,15962.7,127.28,2.496237545,1
1,7.426,12.285,1,1.97,0.98659,1.97,0.72615,-3.354,0.84246,1,0.25672,0,0,2.811,1,4,10.935,1.144,16,0.240211,0,0,0,0.81877,1,6,5,1,0,0,2,115.829,0,0,0,0.87038,-0.249,0,0,7,2.407,0.32,0.241,0,11812.1,86.48,4.391631891,1
1,8.844,12.847,1,3.91,0.98659,3.91,0.88651,-5.655,0.84246,1,0.25672,13.91,2.017,2.836,1,3,10.695,0,17,0.19759,0,0,0,0.96854,1,4,4,1,0,0,2,99.0906,0,0,0,0.6885,-0.312,1,0,6,3.023,0.165,0.155,0,15666.7,65.38,4.156791368,1
1,8.309,12.438,1,3.185,0.98659,3.185,0.88651,-4.552,0.84246,1,0.93773,13.75,7.472,2.748,1,3,10.6,0,11,0.183127,0,0,0,0.96854,1,4,4,1,0,0,2,99.0906,0,0,0,0.96969,-0.38,4,0,6,2.282,0.173,0.176,-0.21,12810.5,65.38,3.317958925,1
1,0,12.517,1,4.233,0.98659,4.142,0.9848,-5.999,0.84246,1,0.25672,13.763,0,2.793,1,3,10.613,1.795,16,0.250705,0,0,0,0.90585,1,3,3,1,0,0,0,113.454,0,0,0,0.99269,-0.296,0,1,4,2.257,0.223,0.203,0,15836.7,75.8,3.663983455,1
3,11.926,33.67,2,2.485,0.59178,2.395,0.72615,-5.28,0.08169,1,0.25672,0,1.523,0,0,3,0,0,16,0.0605705,0,0,0,0.4626,0,3,5,0,0,0,3,201.963,0,0,0,0.84757,-0.222,1,1,7,2.215,0.369,0.39,0,13630.4,121.83,3.172018809,1
3,0,36.155,3,1.911,0.79222,1.903,0.72615,-4.569,0.84246,1,0.93773,13.759,1.314,4.888,2,5,10.467,0,12,0.190295,1,0,0,0.66545,2,5,5,2,0,0,0,152.027,-3.922,0,0,0.84757,-0.329,1,1,7,1.059,0.27,0.253,0,16317.3,102.11,2.782472624,1
2,4.22,25.245,2,2.993,0.98659,3.179,0.72615,-4.915,0.84246,0,0.25672,13.795,0,2.508,1,4,10.546,0,17,0.190295,1,0,0,0.54012,1,5,5,1,0,0,1,167.141,-3.754,0,0,0.84757,0,0,2,6,2.604,0.31,0.278,0,16830.6,114.14,3.960375631,1
3,0,37.612,3,3.439,0.79222,3.626,0.72615,-6.236,0.84246,1,0.25672,13.866,0,5.214,2,5,10.548,0,17,0.20875,1,0,0,0.38278,2,5,5,2,0,0,0,194.842,-3.841,0,0,0.53315,-0.294,0,2,7,2.574,0.292,0.279,0,20543.8,130.35,2.773420723,1
3,0,33.905,3,1.222,0.98659,1.214,0.88651,-1.696,0.84246,1,0.82734,0,1.567,2.408,1,4,4.763,0,6,0.149605,1,0,0,0.86715,1,4,4,1,0,0,0,130.909,-3.245,0,0,0.87038,-0.587,1,1,5,0.943,0.394,0.343,0,9074.12,80.84,2.876217841,1
2,0,25.111,2,3.91,0.98659,3.681,0.9848,-6.321,0.84246,0,0.25672,0,0,2.675,1,3,5.418,2.07,16,0.247171,1,0,0,0.76703,1,3,3,1,0,0,0,146.884,-3.571,0,0,0.96969,0,0,2,4,3.538,0.278,0.263,0,16879.7,92.02,3.120573931,1
2,0,24.529,2,4.515,0.98659,4.287,0.93048,-6.898,0.84246,0,0.25672,0,0,2.601,1,2,0,2.043,16,0.172634,1,0,0,0.85098,1,2,2,1,0,0,0,140.854,-3.569,0,0,0.96969,0,0,2,3,2.222,0.257,0.262,0,17140.8,82.79,4.172894698,1
4,0,50.732,4,4.74,0.98659,4.562,0.88651,-7.644,0.84246,0,0.03452,0,0,2.545,1,4,0,1.902,21,0.19759,2,0,0,0.21276,1,4,4,1,0,0,0,249.969,-7.626,0,0,0.6885,0,0,4,5,1.418,0.372,0.379,0,22295.1,153.54,3.702559772,1
2,7.646,24.188,2,2.483,0.98659,2.255,0.9848,-5.376,0.84246,0,0.25672,0,1.472,2.522,1,2,0,2.016,15,0.169211,1,0,0,0.68106,1,3,3,1,0,0,2,169.305,-3.668,0,0,0.96969,0,1,2,5,1.408,0.319,0.326,0,14946.9,100.6,3.412628521,1
1,0,12.23,1,5.623,0.79222,5.395,0.93048,-8.517,0.84246,1,0.03452,0,0,5.725,2,2,5.761,2.222,22,0.19759,0,0,0,0.88493,2,2,2,2,0,0,0,122.511,0,0,0,0.6885,-0.26,0,1,4,4.3,0.195,0.187,0,19371.2,78.6,2.193124598,1
3,0,36.342,3,4.219,0.79222,3.889,0.9848,-6.849,0.84246,1,0.25672,0,1.855,4.581,2,3,0,1.993,16,0.183127,1,0,0,0.56352,2,3,3,2,0,0,0,182.78,-3.897,0,0,0.96969,-0.776,1,2,5,2.469,0.31,0.314,0,17563.1,111.88,3.845222106,1
3,0,38.64,3,6.354,0.98659,5.899,0.9848,-9.205,0.84246,1,0.03452,0,1.646,2.888,1,3,0,2.091,21,0.201282,1,0,0,0.40309,1,3,3,1,0,0,0,210.508,-3.732,0,0,0.84757,-0.309,1,3,4,3.145,0.292,0.312,0,22848,128.1,2.340444115,1
1,3.498,11.736,1,2.893,0.98659,2.665,0.93048,-5.429,0.84246,1,0.25672,0,0,2.789,1,2,0,2.211,15,0.16249,0,0,0,0.84606,1,3,2,1,0,0,1,132.357,0,0,0,0.99269,-0.279,0,1,4,1.932,0.311,0.284,0,12893.1,83.37,4.487710927,1
1,4.693,12.196,1,5.109,0.98659,5.155,0.93048,-7.569,0.84246,1,0.03452,0,2.086,2.914,1,1,0,2.211,22,0.183127,0,0,0,0.94268,1,2,2,1,0,0,1,115.618,0,0,0,0.99269,-0.108,1,1,3,4.697,0.207,0.207,0,16280.6,70.22,2.624282096,1
1,4.515,11.833,1,2.374,0.79222,2.424,0.23327,-4.292,0.84246,1,0.25672,0,0,5.506,2,2,0,0,15,0.0503047,0,0,0,0.81008,2,2,1,2,0,0,1,147.444,0,0,0,0.96969,-0.293,0,1,5,2.098,0.308,0.294,0,12575.7,87.44,3.009663317,1
1,4.531,11.711,1,2.429,0.79222,2.479,0.23327,-3.721,0.84246,1,0.93773,0,0,5.722,2,1,0,0,10,0.0436704,0,0,0,0.91641,2,1,1,2,0,0,1,130.706,0,0,0,0.96969,-0.154,0,1,4,1.519,0.291,0.278,0,11088.4,74.3,3.560862695,1
2,0,25.433,2,4.842,0.59178,4.615,0.93048,-6.273,0.63972,2,0.25672,0,1.659,0,0,2,0,0,17,0.0640688,0,0,0,0.96741,0,2,2,0,0,0,0,108.27,0,0,0,0.96969,-0.326,1,1,3,2.561,0.189,0.197,0,16505.7,65.62,4.259319073,1
2,0,23.977,3,2.162,0.79222,2.166,0.72615,-4.158,0.63972,4,0.93773,0,1.368,6.042,2,4,4.813,0,11,0.0640688,0,0,0,0.62639,2,4,5,2,0,1,0,151.831,0,1,0,0.6885,0.748,1,1,6,1.541,0.313,0.276,0,14481.2,105.86,3.956120386,1
3,0,37.33,4,4.592,0.79222,4.594,0.33223,-6.169,0.63972,3,0.93773,36.843,1.28,5.473,2,5,8.517,0,12,0.0894773,1,0,0,0.40944,2,5,7,2,0,1,0,180.584,-4.105,1,0,0.29329,0.606,1,2,7,-0.175,0.297,0.276,-4.876,17980.3,127.41,2.190331698,1
1,8.625,12.397,1,3.203,0.98659,2.975,0.9848,-5.836,0.84246,1,0.25672,0,5.424,2.924,1,2,5.135,0,16,0.0640688,0,0,0,0.83726,1,3,3,1,0,0,2,135.875,0,0,0,0.84757,-0.174,3,1,5,4.747,0.235,0.237,0,14715.7,84.39,3.850738107,1
1,3.574,11.683,1,3.248,0.37866,3.217,0.9848,-6.109,0.24139,1,0.93773,76.709,1.285,6.608,3,2,0,0,11,0.0747707,0,0,0,0.88033,3,3,3,3,0,0,1,119.717,0,0,0,0.53315,-0.972,1,0,6,-3.352,0.211,0.212,-9.389,11821,79.19,3.869994,1
2,0,23.329,2,2.814,0.79222,2.587,0.9848,-5.004,0.63972,2,0.93773,38.34,2.502,4.341,2,4,4.538,0,10,0.0605705,0,0,0,0.59564,2,4,3,2,0,0,0,166.089,0,0,0,0.84757,-1.607,2,1,6,-1.556,0.329,0.325,-4.74,12132.3,108.8,4.478263394,1
1,8.626,12.537,1,2.745,0.98659,2.745,0.72615,-4.703,0.84246,1,0.25672,0,3.358,2.881,1,4,15.78,0,17,0.190295,0,0,0,0.91427,1,5,5,1,0,0,2,105.121,0,0,0,0.84757,-0.239,2,0,7,4.601,0.204,0.177,0,14920.7,74.61,4.556893222,1
1,0,11.642,1,3.012,0.79222,3.012,0.23327,-5.081,0.84246,1,0.93773,38.092,1.377,4.62,2,2,0,0,11,0.0536867,0,0,0,0.99964,2,2,1,2,0,0,0,90.404,0,0,0,0.96969,-0.732,1,0,4,-0.701,0.185,0.188,-4.657,10476.2,54.27,4.351960489,1
1,0,12.051,1,4.959,0.79222,4.959,0.93048,-6.551,0.84246,1,0.25672,12.904,0,5.348,2,2,5.856,0,18,0.0711702,0,0,0,0.99813,2,2,2,2,0,0,0,79.6959,0,0,0,0.84757,-0.429,0,0,4,2.504,0.142,0.135,0,16036.8,50.36,4.172048034,1
2,8.102,24.557,2,2.068,0.98659,2.12,0.88651,-3.837,0.84246,2,0.93773,0,3.371,2.807,1,3,5.342,0,11,0.0711702,0,0,0,0.90105,1,4,4,1,0,0,2,115.024,0,0,0,0.84757,-0.422,2,0,7,2.143,0.201,0.192,0,13802.1,76.46,4.015003286,1
