ES_Count_dO,ES_Sum_aaN,ES_Sum_dO,Num_AliphaticDoubleBonds,LogD,QED_HBD,ALogP98,QED_HBA,Molecular_Solubility,QED_ALERTS,ES_Count_dssC,QED_AROM,ES_Sum_sF,ES_Sum_sCH3,ES_Sum_ssNH,Num_H_Donors,O_Count,ES_Sum_ssO,ES_Sum_aaaC,Num_AromaticBonds,SAscore_Complexity,ES_Count_ddssS,ES_Sum_dsN,ES_Count_sOH,QED_PSA,HBD_Count,HBA_Count,Num_H_Acceptors,ES_Count_ssNH,ES_Count_dsN,Num_StereoBonds,ES_Count_aaN,Molecular_PolarSASA,ES_Sum_ddssS,ES_Count_ssS,ES_Sum_sNH2,QED_ROTB,ES_Sum_dssC,ES_Count_sCH3,S_Count,Num_H_Acceptors_Lipinski,ES_Sum_aasC,Molecular_FractionalPolarSurfaceArea,Molecular_FractionalPolarSASA,ES_Sum_ssssC,Apol,Molecular_PolarSurfaceArea,lnROS,quality
1,0,11.877,2,4.677,0.79222,4.588,0.88651,-7.055,0.24139,1,0.25672,0,1.646,2.548,2,3,5.169,0,17,0.0747707,0,4.028,1,0.69584,2,3,4,1,1,1,0,152.115,0,0,0,0.53315,-0.147,1,1,5,5.231,0.258,0.242,0,16796.3,99.16,2.745465169,1
1,4.307,11.355,1,3.058,0.59178,3.058,0.93048,-3.385,0.63972,1,0.93773,12.724,1.283,0,0,2,4.584,0,11,0.0372253,0,0,0,0.83969,0,2,2,0,0,0,1,63.7469,0,0,0,0.99269,-0.533,1,0,3,0.276,0.139,0.157,0,8888,31.23,3.699490845,1
2,0,24.621,2,3.47,0.79222,3.47,0.52457,-5.948,0.63972,2,0.93773,0,5.823,4.594,2,6,21.112,0,12,0.19759,0,0,0,0.73663,2,6,6,2,0,0,0,124.627,0,0,0,0.39983,-1.175,4,0,8,2.131,0.217,0.191,0,17636.3,95.12,2.582631439,1
1,0,12.098,2,4.447,0.98659,4.129,0.23327,-6.456,0.63972,2,0.25672,0,0,2.901,1,1,0,0,16,0.169211,0,0,0,0.8269,1,1,1,1,0,1,0,144.207,0,0,0,0.87038,0.715,0,2,2,5.474,0.302,0.289,0,15077.7,85.57,3.439332694,1
1,0,11.7,1,3.724,0.98659,3.724,0.23327,-4.987,0.84246,1,0.93773,25.926,0,2.614,1,1,0,0,12,0.0469652,0,0,0,0.80321,1,1,1,1,0,0,0,58.5778,0,0,0,0.99269,-0.355,0,0,2,0.017,0.11,0.127,0,11440.2,29.1,4.748835109,2
1,3.915,11.608,1,2.472,0.98659,2.449,0.93048,-3.769,0.84246,1,0.93773,25.842,0,2.534,1,1,0,0,12,0.0436704,0,0,0,0.96409,1,2,2,1,0,0,1,72.8035,0,0,0,0.99269,-0.377,0,0,3,-0.716,0.171,0.168,0,9640.9,41.99,3.001733713,1
1,3.577,11.576,1,2.199,0.98659,2.199,0.93048,-3.69,0.84246,1,0.93773,25.819,1.685,2.461,1,2,0,0,11,0.0436704,0,0,0,0.99896,1,3,2,1,0,0,1,89.5423,0,0,0,0.99269,-0.423,1,0,4,-0.341,0.222,0.207,0,9157.8,55.13,2.803115555,1
1,4.11,12.367,2,4.606,0.98659,4.606,0.93048,-7.162,0.63972,2,0.25672,0,1.784,2.85,1,2,0,0,17,0.183127,0,0,0,0.99896,1,3,2,1,0,1,1,89.5423,0,0,0,0.87038,0.379,1,0,4,4.912,0.164,0.164,0,16582.5,55.13,3.670013796,1
1,7.265,11.59,1,2.798,0.59178,2.753,0.88651,-3.516,0.63972,1,0.93773,25.782,1.626,0,0,2,4.921,0,11,0.0436704,0,0,0,0.87144,0,4,4,0,0,0,2,120.787,0,0,0,0.96969,-0.605,1,1,4,-0.425,0.311,0.275,0,10101.8,80.31,3.255754787,1
1,0,10.172,2,1.22,0.79222,1.22,0.93048,-2.944,0.24139,1,0.82734,25.2,0,1.896,2,1,0,0,6,0.030993,0,3.34,0,0.95809,2,2,2,1,1,1,0,120.3,0,0,4.704,0.87038,-0.849,0,0,4,-1.244,0.34,0.322,0,7019.36,67.48,3.277838333,1
1,0,11.178,2,2.857,0.59178,2.857,0.9848,-4.334,0.63972,2,0.82734,36.716,0,0,0,2,4.125,0,6,0.15275,0,3.23,0,0.93613,0,3,3,0,1,1,0,58.7117,0,0,0,0.87038,-1.337,0,0,3,0.318,0.186,0.159,-4.661,7447.58,38.65,1.832508913,1
1,0,11.138,2,2.02,0.98659,3.114,0.93048,-4.825,0.63972,2,0.93773,26.144,0,0,1,2,0,0,11,0.0436704,0,0,1,0.96779,0,1,2,0,0,1,0,121.807,0,0,0,0.99269,-1.377,0,1,2,-0.919,0.26,0.28,0,11031.8,65.54,3.884738738,1
1,12.501,11.848,1,1.333,0.98659,1.33,0.72615,-3.023,0.63972,1,0.93773,0,5.124,0,1,2,4.985,0,11,0.0469652,0,0,0,0.84895,1,4,5,0,0,0,3,144.73,0,0,5.813,0.96969,-0.44,3,0,6,1.913,0.288,0.309,0,10181.5,83.03,2.960708552,1
2,3.838,21.476,2,2.481,0.79222,2.489,0.52457,-3.703,0.08169,0,0.93773,0,0,2.511,2,3,0,0,12,0.0469652,0,3.86,1,0.65278,2,2,6,1,1,1,1,163.637,0,0,0,0.96969,0,0,0,7,0.821,0.401,0.366,0,10437,103.33,1.875061263,1
2,7.121,24.597,3,1.745,0.79222,3.156,0.88651,-6.066,0.63972,2,0.93773,40.621,1.062,2.434,2,3,0,0,11,0.533407,0,0,1,0.83874,1,3,4,1,0,1,2,149.37,0,0,0,0.84757,-1.769,1,0,6,-1.73,0.227,0.26,-4.781,14248.6,84.22,2.814247596,1
0,8.031,0,0,3.544,0.59178,3.316,0.93048,-4.996,0.84246,0,0.25672,26.108,0,0,0,1,0,0,16,0.0469652,0,0,0,0.95976,0,3,2,0,0,0,2,104.656,0,0,0,0.99269,0,0,1,3,0.926,0.259,0.23,0,11162.7,67.16,4.154408756,1
1,0,11.086,1,3.547,0.59178,3.548,0.93048,-4.519,0.63972,1,0.93773,25.925,1.477,0,0,2,5.392,0,12,0.0469652,0,0,0,0.74989,0,2,2,0,0,0,0,49.5212,0,0,0,0.96969,-0.029,1,0,2,0.267,0.099,0.109,0,10373.4,26.3,4.5243312,1
1,0,12.122,2,5.151,0.98659,5.111,0.88651,-7.618,0.02659,2,0.25672,39.727,0,0,1,3,4.567,0,16,0.0747707,0,3.388,0,0.6244,1,4,4,0,1,1,0,170.797,0,0,5.625,0.6885,-1.473,0,1,5,-1.239,0.285,0.294,-4.901,16112.9,106.05,3.106700732,1
0,7.3,0,1,5.046,0.59178,5.057,0.88651,-7.085,0.63972,0,0.25672,40.511,4.135,0,0,2,10.547,0,17,0.0784028,0,4.199,0,0.99484,0,4,4,0,1,1,2,66.3545,0,0,0,0.6885,0,3,0,5,0.289,0.122,0.109,-4.67,14542.1,48.64,3.972503684,1
2,4.389,23.985,2,3.152,0.37866,3.152,0.93048,-5.194,0.63972,2,0.25672,13.005,0,7.073,3,2,0,0,17,0.0676025,0,0,0,0.91041,3,2,2,3,0,0,1,129.817,0,0,0,0.96969,-1.211,0,0,6,0.613,0.23,0.232,0,14179.9,75.16,2.869525063,1
0,7.45,0,0,2.901,0.59178,2.901,0.9848,-4.623,0.84246,0,0.25672,12.768,0,0,0,2,5.615,0,17,0.0503047,0,0,0,0.99358,0,4,3,0,0,0,2,67.8721,0,0,0,0.96969,0,0,0,4,2.675,0.181,0.145,0,11099.5,48.15,5.004744712,2
3,8.405,33.994,3,4.251,0.98659,4.251,0.33223,-5.994,0.02659,1,0.25672,13.22,1.209,2.47,1,4,4.709,0,17,0.0784028,0,3.905,0,0.53817,1,4,7,1,1,1,2,175.231,0,0,0,0.53315,-0.697,1,0,9,-0.347,0.302,0.295,0,14956.7,114.33,3.329397879,1
1,0,11.99,1,4.934,0.59178,4.843,0.88651,-6.533,0.63972,1,0.25672,0,4.664,0,0,4,15.323,0,17,0.0676025,0,0,0,0.92519,0,4,4,0,0,0,0,104.397,0,0,0,0.6885,-0.334,3,1,4,6.174,0.199,0.182,0,15674.3,73,3.278639298,1
3,0,37.711,3,5.253,0.59178,5.096,0.88651,-6.689,0.63972,1,0.93773,0,1.135,0,0,4,4.666,0,12,0.179593,1,0,0,0.95079,0,4,4,0,0,0,0,115.822,-3.979,0,0,0.6885,-0.865,1,1,4,1.548,0.189,0.204,0,17652.4,68.82,3.819511033,1
0,0,0,2,4.874,0.79222,4.783,0.93048,-7.987,0.08169,1,0.93773,0,8.681,2.603,2,0,0,2.505,11,0.169211,0,4.082,0,0.85343,2,1,2,1,1,1,0,155.425,0,0,5.384,0.96969,0.169,4,1,3,4.908,0.247,0.297,0,13316.6,82.5,3.323458367,1
2,0,23.417,3,4.482,0.59178,4.482,0.9848,-7.128,0.63972,1,0.93773,0,9.37,0,0,2,0,2.11,11,0.176095,1,0,0,0.96406,0,2,3,0,0,1,0,123.388,-3.524,0,0,0.99269,-0.209,5,1,3,4.161,0.184,0.23,0,13334.8,66.31,3.684486292,1
0,8.033,0,0,2.871,0.59178,3.132,0.9848,-4.596,0.84246,0,0.25672,38.335,0,0,0,0,0,0.312,16,0.169211,0,0,0,0.99979,0,2,3,0,0,0,2,88.7366,0,0,0,0.87038,0,0,0,4,0.318,0.198,0.204,-4.413,9560.06,53.98,3.62572391,1
2,0,21.433,2,6.349,0.98659,6.418,0.88651,-8.715,0.08169,0,0.25672,0,8.635,2.936,1,2,0,2.45,17,0.190295,0,4.324,0,0.9428,1,1,4,1,1,1,0,113.91,0,0,0,0.84757,0,4,0,5,5.569,0.18,0.191,0,15507.7,70.2,1.736396502,1
0,0,0,2,3.772,0.59178,3.507,0.9848,-6.564,0.08169,1,0.93773,0,3.856,0,0,0,0,0,10,0.0404228,0,4.234,0,0.64414,0,1,3,0,1,1,0,168.561,0,0,0,0.96969,0.644,2,3,2,3.569,0.356,0.354,0,13372.4,104.16,4.523147924,1
0,0,0,1,7.258,0.59178,7.258,0.9848,-8.449,0.63972,0,0.25672,0,10.373,0,0,1,5.177,2.441,17,0.183127,0,8.932,0,0.88067,0,3,3,0,2,1,0,41.063,0,0,0,0.96969,0,5,0,3,6.349,0.091,0.07,0,14597.9,33.95,1.883661435,1
1,11.937,12.054,1,2.346,0.98659,2.301,0.88651,-3.694,0.84246,1,0.93773,0,5.693,2.825,1,1,0,0,11,0.0436704,0,0,0,0.72774,1,4,4,1,0,0,3,144.069,0,0,0,0.99269,-0.199,3,1,5,3.685,0.343,0.312,0,10780.7,96.01,2.978408793,1
2,0,22.496,3,2.697,0.59178,2.697,0.72615,-4.508,0.08169,3,0.82734,37.676,2.098,0,0,5,13.634,0,6,0.0536867,0,0,0,0.98326,0,5,5,0,0,1,0,88.4219,0,0,0,0.53315,-2.538,2,0,5,-1.229,0.204,0.188,-4.559,10066.3,61.83,2.630427875,1
2,0,23.307,2,-0.151,0.59178,0.621,0.88651,-0.013,0.84246,2,0.47245,0,1.815,0,0,3,4.987,0,0,0.0469652,0,0,0,0.99999,0,3,4,0,0,0,0,61.7358,0,0,0,0.96969,0.037,1,0,6,0,0.174,0.127,0,9084.54,53.09,2.419955748,1
3,0,33.291,2,1.429,0.59178,1.429,0.52457,-2.087,0.08169,1,0.82734,0,1.254,0,0,5,9.926,0,6,0.0469652,0,0,0,0.83552,0,3,6,0,0,0,0,123.658,0,0,0,0.96969,-0.579,1,0,7,0.719,0.306,0.278,0,9566.22,84.59,2.434568904,1
1,0,11.032,1,3.549,0.98659,3.549,0.93048,-4.276,0.84246,1,0.82734,36.936,1.605,2.229,1,2,4.567,0,6,0.0404228,0,0,0,0.93296,1,2,2,1,0,0,0,64.6086,0,0,0,0.96969,-0.77,1,0,3,-1.011,0.152,0.154,-4.467,8993.02,38.33,2.159867847,1
0,8.724,0,0,4.037,0.59178,4.037,0.88651,-5.626,0.84246,0,0.25672,0,0,0,0,0,0,0,18,0.0571093,0,0,0,0.92279,0,2,4,0,0,0,2,125.976,0,0,0,0.87038,0,0,0,4,2.997,0.247,0.26,0,11032.8,73.36,2.225309282,1
1,0,10.855,1,2.353,0.98659,2.353,0.93048,-2.589,0.84246,1,0.82734,25.389,1.625,2.135,1,2,4.52,0,6,0.030993,0,0,0,0.93296,1,2,2,1,0,0,0,64.6086,0,0,0,0.99269,-0.766,1,0,3,-1.639,0.187,0.172,0,6923.92,38.33,1.931966115,1
1,0,11.214,1,1.909,0.98659,1.909,0.88651,-2.197,0.84246,1,0.82734,0,4.822,2.571,1,4,14.921,0,6,0.0372253,0,0,0,0.99673,1,4,4,1,0,0,0,76.67,0,0,0,0.84757,-0.509,3,0,5,1.722,0.224,0.178,0,8511.6,56.79,3.033825694,1
4,0,43.637,4,1.474,0.98659,1.474,0.33223,-3.511,0.02659,3,0.82734,0,2.323,2.624,1,6,8.917,0,6,0.0503047,0,0,0,0.57852,1,4,7,1,0,1,0,170.459,0,0,0,0.53315,-1.651,2,0,8,0.294,0.377,0.37,0,10475.8,110.44,3.405090114,1
0,0,0,1,2.259,0.59178,2.262,0.88651,-3.755,0.63972,1,0.82734,14.014,3.391,0,0,0,0,0,6,0.0436704,0,0,0,0.91427,0,0,4,0,0,1,0,133.086,0,0,0,0.87038,-0.213,2,0,4,-0.34,0.263,0.314,0,6677.52,74.61,3.234010818,1
2,0,24.308,2,1.628,0.59178,2.093,0.9848,-3.016,0.84246,0,0.82734,0,0,0,0,3,5.121,0,5,0.0372253,1,0,0,0.84725,0,3,3,0,0,0,0,126.922,-3.407,0,0,0.87038,0,0,2,4,1.337,0.315,0.279,0,10898.3,83.23,2.837588438,1
3,0,36.084,4,4.203,0.79222,4.203,0.52457,-5.984,0.63972,4,0.93773,36.547,1.185,5.309,2,5,8.31,0,12,0.19759,0,0,0,0.75037,2,5,6,2,0,1,0,139.405,0,0,0,0.6885,-1.753,1,0,7,0.519,0.251,0.241,-4.824,14784.1,93.73,3.157909866,1
2,0,22.967,3,2.24,0.98659,2.24,0.88651,-3.888,0.63972,3,0.82734,37.569,1.136,2.555,1,3,4.429,0,6,0.16249,0,0,0,0.99868,1,3,4,1,0,1,0,91.4478,0,0,0,0.99269,-1.557,1,0,4,-0.917,0.221,0.22,-4.527,9155.94,55.4,4.075838826,1
2,0,24.4,2,2.373,0.59178,2.837,0.9848,-3.943,0.84246,0,0.82734,0,0,0,0,2,0,0,5,0.0372253,1,0,0,0.69441,0,2,3,0,0,0,0,149.448,-3.34,1,0,0.87038,0,0,3,3,1.435,0.359,0.319,0,12238.5,99.3,4.209783015,1
2,0,24.419,2,2.858,0.59178,3.322,0.93048,-4.007,0.84246,0,0.82734,0,0,0,0,2,0,0,5,0.0372253,1,0,0,0.91847,0,2,2,0,0,0,0,120.892,-3.327,0,0,0.87038,0,0,2,3,1.455,0.278,0.261,0,11066.8,74,3.770373288,1
0,0,0,1,3.332,0.59178,3.4,0.9848,-5.058,0.63972,0,0.93773,0,3.323,0,0,2,10.222,0,12,0.0469652,0,4.416,0,0.83296,0,3,3,0,1,1,0,37.9032,0,0,0,0.84757,0,2,0,3,3.94,0.107,0.077,0,11169.1,30.82,2.663229635,1
0,0,0,0,2.754,0.98659,2.885,0.72615,-4.628,0.84246,0,0.93773,0,6.497,3.402,1,4,21.208,0,12,0.0605705,0,0,0,0.99556,1,4,5,1,0,0,0,55.8615,0,0,0,0.39983,0,4,0,5,5.041,0.136,0.099,0,12798.2,48.95,2.940267391,1
1,0,11.138,2,2.009,0.98659,2.009,0.9848,-2.989,0.08169,2,0.82734,0,5.065,0,1,2,4.478,0,5,0.0340808,0,0,0,0.96616,1,2,3,0,0,1,0,111.279,0,0,0,0.99269,-0.633,3,0,4,2.735,0.272,0.283,0,7238.36,65.88,4.079054558,1
1,0,12.065,2,3.511,0.98659,3.283,0.93048,-4.639,0.08169,2,0.93773,0,3.886,0,1,1,0,0,10,0.0436704,0,0,0,0.83299,1,1,2,0,0,1,0,148.062,0,0,0,0.99269,-0.068,2,1,3,3.441,0.307,0.329,0,10606.9,84.88,1.525044807,1
0,0,0,1,2.737,0.98659,2.747,0.88651,-4.451,0.24139,1,0.82734,36.626,0,2.3,1,0,0,0,6,0.0404228,0,3.385,0,0.93188,1,1,4,1,1,1,0,121.802,0,0,0,0.99269,-0.413,0,0,4,-0.534,0.299,0.304,-4.397,6055.4,71.97,1.352182518,1
1,0,11.729,1,3.495,0.79222,3.495,0.23327,-4.346,0.84246,1,0.93773,0,4.02,5.564,2,1,0,0,12,0.0436704,0,0,0,0.95776,2,1,1,2,0,0,0,73.6652,0,0,0,0.87038,-0.234,2,0,3,3.897,0.158,0.161,0,10766.7,41.13,1.672097858,1
2,0,21.863,2,4.301,0.79222,4.302,0.88651,-6.122,0.08169,0,0.93773,37.818,3.712,2.398,2,2,0,0,11,0.0605705,0,3.828,0,0.82308,2,1,4,1,1,1,0,135.231,0,0,0,0.84757,0,2,0,6,0.634,0.265,0.269,-4.648,11224.4,86,2.956408571,1
0,0,0,1,2.181,0.98659,2.216,0.88651,-3.472,0.24139,1,0.82734,25.441,0,2.143,1,0,0,0,6,0.0340808,0,3.303,0,0.93188,1,1,4,1,1,1,0,121.802,0,0,0,0.87038,-0.446,0,0,4,-1.684,0.337,0.323,0,5477.92,71.97,1.278753601,1
1,0,12.624,3,5.095,0.98659,5.095,0.88651,-7.533,0.63972,3,0.93773,38.599,1.536,2.722,1,1,0,0,12,0.0747707,0,8.052,0,0.99626,1,3,4,1,2,2,0,72.084,0,0,0,0.96969,-0.416,1,0,5,-1.211,0.154,0.125,-4.619,15868.8,57.06,2.306425028,1
0,7.769,0,0,4.665,0.98659,4.665,0.88651,-6.102,0.63972,0,0.93773,38.122,1.643,0,1,0,0,0,11,0.0571093,0,0,0,0.7582,1,1,4,0,0,0,2,166.627,0,1,5.697,0.99269,0,1,1,4,-2.13,0.278,0.331,-4.608,12941,92.93,3.885276389,1
1,4.163,11.421,1,4.795,0.59178,4.841,0.93048,-6.748,0.63972,1,0.93773,38.043,3.03,0,0,1,0,0,11,0.0536867,0,0,0,0.99393,0,2,2,0,0,0,1,100.531,0,0,0,0.99269,-0.171,2,1,2,0.207,0.181,0.207,-4.533,13625.4,58.2,3.992398858,1
2,0,23.15,3,4.284,0.98659,4.284,0.88651,-5.831,0.63972,3,0.82734,37.812,0,2.305,1,2,0,0,6,0.0571093,0,3.646,0,0.99316,1,3,4,1,1,1,0,94.6075,0,0,0,0.99269,-1.135,0,0,4,-1.75,0.19,0.19,-4.591,12513.2,58.53,3.342225229,1
0,0,0,1,2.717,0.59178,2.49,0.93048,-4.174,0.63972,1,0.82734,0,0,0,0,0,0,0,5,0.0250041,0,0,0,0.90577,0,0,2,0,0,1,0,140.339,0,0,0,0.63709,0.123,0,1,2,1.809,0.372,0.388,0,5497.34,75.81,1.913813852,1
0,0,0,1,3.335,0.37866,2.754,0.93048,-5.257,0.08169,1,0.82734,36.873,0,4.659,3,0,0,0,6,0.0372253,0,0,0,0.85619,3,0,2,2,0,0,0,161.322,0,0,4.992,0.96969,0.057,0,1,3,-0.667,0.338,0.394,-4.422,9806.06,82.17,4.319168543,1
0,0,0,1,3.571,0.79222,3.246,0.23327,-5.301,0.63972,1,0.82734,36.697,0,2.461,2,0,0,0,6,0.0340808,0,0,0,0.94316,2,0,1,1,0,0,0,146.235,0,0,5.156,0.99269,-0.059,0,1,2,-0.657,0.304,0.378,-4.412,9372.78,70.14,2.673020907,1
1,0,12.357,1,3.951,0.98659,3.951,0.23327,-5.193,0.84246,1,0.82734,27.308,0,2.464,1,1,0,0,6,0.325349,0,0,0,0.80321,1,1,1,1,0,0,0,58.5778,0,0,0,0.99269,-0.245,0,0,2,-1.727,0.1,0.12,0.083,10776.2,29.1,1.653212514,1
0,0,0,1,4.959,0.98659,4.09,0.93048,-6.321,0.63972,1,0.82734,37.612,0,2.907,1,0,0,0,6,0.0503047,0,0,0,0.92742,1,0,2,1,0,0,0,117.385,0,1,0,0.96969,0.492,0,2,2,-0.371,0.231,0.237,-4.397,12970.1,72.66,3.501401631,1
1,8.622,11.498,1,2.688,0.59178,2.688,0.9848,-3.876,0.63972,1,0.93773,0,5.561,0,0,2,4.919,0,11,0.0436704,0,0,0,0.97733,0,3,3,0,0,0,2,77.9725,0,0,0,0.96969,-0.322,3,0,4,2.885,0.163,0.17,0,10055.9,44.12,4.45437984,1
0,0,0,0,3.128,0.59178,3.128,0.93048,-5.075,0.84246,0,0.93773,0,0,0,0,0,0,0,12,0.226772,0,0,0,0.99193,0,0,2,0,0,0,0,97.5243,0,0,0,0.99269,0,0,0,2,1.769,0.186,0.225,0,8791.96,47.58,3.97064901,1
1,4.66,11.914,1,3.115,0.98659,4.339,0.88651,-5.924,0.84246,1,0.25672,0,0,0,1,2,0,1.371,17,0.288158,0,0,1,0.90814,0,2,4,0,0,0,1,121.774,0,1,0,0.63709,-0.938,0,1,3,4.297,0.26,0.25,0,15001.4,75.48,1.752048448,1
0,11.063,0,0,0.961,0.98659,0.596,0.9848,-1.384,0.84246,0,0.93773,0,0,0,1,0,0,0,10,0.0192991,0,0,0,0.85174,1,3,3,0,0,0,3,123.464,0,0,0,0.63709,0,0,1,4,1.666,0.576,0.397,0,6419.12,82.7,2.519171464,1
2,0,23.862,3,4.698,0.59178,4.698,0.88651,-6.827,0.08169,3,0.93773,38.677,2.805,0,0,5,9.909,0,11,0.0747707,0,0,0,0.96684,0,5,4,0,0,1,0,99.1299,0,0,0,0.99269,-2.192,2,0,5,-0.737,0.179,0.183,-5.927,14472,65.74,1.67669361,1
3,0,33.931,3,3.572,0.79222,3.572,0.72615,-6.34,0.08169,2,0.93773,51.411,0,4.619,2,3,0,0,12,0.186695,0,3.694,0,0.6943,2,2,5,2,1,1,0,155.836,0,0,0,0.96969,-0.944,0,0,7,-2.645,0.306,0.305,-4.754,12429.9,99.31,2.056904851,1
1,0,11.094,1,4.381,0.59178,4.381,0.23327,-5.629,0.63972,1,0.93773,37.862,1.301,0,0,2,0,0,11,0.0469652,0,0,0,0.82268,0,2,1,0,0,0,0,60.2293,0,0,0,0.99269,-0.311,1,0,2,-0.404,0.113,0.139,-4.463,10588,30.21,4.733526273,2
1,0,11.098,1,4.894,0.59178,4.894,0.93048,-4.961,0.63972,1,0.93773,36.79,1.306,0,0,3,3.912,0,11,0.0469652,0,0,0,0.94357,0,3,2,0,0,0,0,66.26,0,0,0,0.96969,-0.306,1,0,3,-0.02,0.153,0.155,-4.786,9441.22,39.44,3.846924435,1
1,0,11.926,4,2.675,0.37866,2.357,0.9848,-5.666,0.08169,3,0.82734,13.358,0,8.587,3,1,0,0,6,0.522669,0,4.056,0,0.71162,3,2,3,3,1,2,0,159.908,0,0,0,0.96969,0.14,0,1,5,0.573,0.333,0.313,0,13158.8,97.61,4.266372831,1
1,0,11.793,2,0.538,0.98659,0.926,0.88651,-1.899,0.84246,2,0.82734,13.213,0,2.669,1,2,5.208,0,6,0.159195,0,4.289,0,0.99981,1,3,4,1,1,1,0,68.9242,0,0,0,0.63709,-0.02,0,0,5,0.75,0.227,0.16,0,9071.46,53.93,2.127104798,1
1,4.484,11.635,1,3.657,0.98659,3.657,0.93048,-5.417,0.84246,1,0.25672,13.368,1.995,0,1,1,0,0.973,17,0.169211,0,0,0,0.99797,1,2,2,0,0,0,1,110.248,0,0,5.411,0.87038,-0.596,1,0,3,2.513,0.198,0.236,0,12118.2,55.98,3.04316572,1
1,4.469,11.447,1,1.912,0.98659,3.371,0.9848,-3.967,0.84246,1,0.93773,13.291,0,0,1,2,0,0.97,11,0.226772,0,0,1,0.99788,0,2,3,0,0,0,1,93.2177,0,0,0,0.63709,-0.995,0,0,3,1.445,0.215,0.222,0,9546.06,50.19,1.653212514,1
1,0,10.863,1,2.556,0.98659,2.556,0.23327,-3.95,0.84246,1,0.93773,13.442,0,0,1,1,0,0,12,0.0372253,0,0,0,0.97135,1,1,1,0,0,0,0,96.022,0,0,5.119,0.87038,-0.486,0,0,2,1.371,0.198,0.242,0,9371.1,43.09,4.355997158,1
1,0,10.858,1,0.391,0.79222,0.372,0.93048,-1.555,0.84246,1,0.82734,12.612,0,2.418,2,2,0,0,6,0.256053,0,0,1,0.99636,2,1,2,1,0,0,0,94.0794,0,0,0,0.39503,-0.504,0,0,3,0.331,0.326,0.303,0,6205.68,49.33,2.208172527,1
4,0,46.507,4,0.334,0.59178,0.334,0.52457,-2.623,0.84246,0,0.82734,13.723,4.747,0,0,6,9.216,0,6,0.0536867,2,0,0,0.58342,0,2,6,0,0,0,0,151.564,-8.456,0,0,0.6885,0,4,2,8,-2.489,0.327,0.301,0,12535.7,109.97,2.879955585,1
2,0,24.618,2,4.318,0.98659,4.375,0.9848,-5.979,0.24139,2,0.25672,55.828,0,0,1,2,0,1.362,16,0.432331,0,0,0,0.99735,1,2,3,0,0,0,0,81.9008,0,0,0,0.99269,-1.88,0,0,5,-0.046,0.15,0.145,-4.603,14882.9,56.41,2.651762447,1
2,0,22.183,2,4.947,0.98659,4.947,0.72615,-7.106,0.08169,1,0.93773,51.68,0,2.45,1,2,0,0,12,0.186695,0,4.071,0,0.73274,1,1,5,1,1,1,0,142.466,0,1,0,0.96969,0.479,0,1,5,-1.104,0.275,0.262,-4.689,13740.8,95.51,1.602059991,1
0,3.653,0,1,5.105,0.98659,5.105,0.88651,-6.863,0.24139,1,0.93773,51.211,0,2.567,1,0,0,0,12,0.179593,0,4.147,0,0.98048,1,2,4,1,1,1,1,83.7115,0,1,0,0.99269,0.598,0,1,3,0.047,0.189,0.156,-4.516,13897.8,62.58,3.677104852,1
0,0,0,2,3.252,0.79222,2.934,0.88651,-6.032,0.24139,2,0.82734,13.423,0,5.966,2,1,5.527,0,6,0.288158,0,4.352,0,0.6558,2,2,4,2,1,1,0,152.568,0,1,0,0.84757,1.313,0,2,4,1.671,0.318,0.277,0,13614,103.04,4.307987817,1
1,4.399,11.222,1,2.736,0.98659,3.171,0.88651,-3.969,0.63972,1,0.93773,0,3.332,3.211,1,2,4.641,0,11,0.0436704,0,0,0,0.87829,1,3,4,1,0,0,1,121.649,0,0,0,0.84757,-0.269,2,1,4,3.567,0.289,0.261,0,11227.6,79.45,2.285557309,1
1,0,12.233,2,3.64,0.98659,3.64,0.9848,-5.622,0.63972,2,0.93773,38.546,2.935,2.673,1,3,10.401,0,12,0.183127,0,0,0,0.99187,1,3,3,1,0,1,0,70.6393,0,0,0,0.96969,-0.141,2,0,4,1.436,0.142,0.134,-4.444,12929.3,47.56,3.134655142,1
1,0,10.8,2,2.586,0.59178,2.586,0.93048,-4.582,0.63972,2,0.82734,36.82,3.101,0,0,1,0,0,6,0.0404228,0,4.05,0,0.8091,0,2,2,0,1,1,0,52.681,0,0,0,0.96969,0.551,2,0,2,-0.294,0.114,0.125,-4.337,8270.06,29.43,1.788875116,1
0,0,0,1,2.316,0.98659,2.338,0.9848,-2.861,0.24139,1,0.82734,12.858,0,0,1,1,0,0,6,0.14349,0,3.166,1,0.99461,0,1,3,0,1,1,0,89.9001,0,1,0,0.39503,0.577,0,1,2,1.418,0.312,0.246,0,8036.74,57.89,4.856885909,2
0,3.721,0,0,2.594,0.59178,2.594,0.93048,-3.483,0.84246,0,0.93773,13.023,0,0,0,1,0,0,11,0.214095,0,0,0,0.99924,0,2,2,0,0,0,1,76.1725,0,1,0,0.39503,0,0,1,2,3.365,0.277,0.211,0,8723.88,51.33,4.194902674,1
1,0,12.288,1,5.426,0.98659,5.426,0.23327,-7.182,0.84246,1,0.25672,39.737,0,2.424,1,2,0,0,17,0.0676025,0,0,0,0.96582,1,2,1,1,0,0,0,75.3166,0,0,0,0.96969,-0.901,0,0,3,-0.786,0.127,0.141,-4.798,14390.8,42.24,3.984144606,1
